item_id,item_content,question,response_true,response_distractors,word_nr
1,In," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",0
1,my," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",1
1,younger," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",2
1,and," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",3
1,more," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",4
1,vulnerable," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",5
1,years," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",6
1,my," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",7
1,father," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",8
1,gave," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",9
1,me," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",10
1,some," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",11
1,advice," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",12
1,that," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",13
1,I've," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",14
1,been," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",15
1,turning," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",16
1,over," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",17
1,in," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",18
1,my," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",19
1,mind," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",20
1,ever," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",21
1,since.," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",22
1,Whenever," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",23
1,you," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",24
1,feel," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",25
1,like," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",26
1,criticizing," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",27
1,"anyone,"," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",28
1,he," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",29
1,told," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",30
1,me," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",31
1,"had,"," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",32
1,'just," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",33
1,remember," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",34
1,that," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",35
1,all," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",36
1,the," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",37
1,people," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",38
1,in," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",39
1,this," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",40
1,world," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",41
1,haven't," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",42
1,had," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",43
1,the," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",44
1,advantages," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",45
1,that," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",46
1,you've," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",47
1,had.," ""Just remember that all the people in this world haven't had the _____ that you've had."""," ""advantages"""," ""fortune|luck""",48
2,Neighbours," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",0
2,bring," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",1
2,food," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",2
2,with," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",3
2,death," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",4
2,and," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",5
2,flowers," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",6
2,with," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",7
2,sickness," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",8
2,and," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",9
2,little," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",10
2,things," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",11
2,in," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",12
2,between.," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",13
2,Boo," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",14
2,was," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",15
2,our," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",16
2,neighbour.," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",17
2,He," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",18
2,gave," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",19
2,us," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",20
2,two," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",21
2,soap," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",22
2,"dolls,"," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",23
2,a," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",24
2,broken," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",25
2,watch," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",26
2,and," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",27
2,"chain,"," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",28
2,a," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",29
2,pair," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",30
2,of," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",31
2,good," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",32
2,luck," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",33
2,"pennies,"," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",34
2,and," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",35
2,our," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",36
2,lives.," ""Who was our neighbour?"""," ""Boo"""," ""Doo|Poo""",37
3,I,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",0
3,wanted,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",1
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",2
3,live,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",3
3,deep,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",4
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",5
3,suck,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",6
3,out,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",7
3,all,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",8
3,the,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",9
3,marrow,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",10
3,of,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",11
3,"life,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",12
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",13
3,live,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",14
3,so,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",15
3,sturdily,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",16
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",17
3,Spartan-like,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",18
3,as,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",19
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",20
3,put,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",21
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",22
3,rout,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",23
3,all,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",24
3,that,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",25
3,was,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",26
3,not,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",27
3,"life,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",28
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",29
3,cut,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",30
3,a,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",31
3,broad,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",32
3,swath,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",33
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",34
3,shave,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",35
3,"close,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",36
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",37
3,drive,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",38
3,life,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",39
3,into,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",40
3,a,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",41
3,"corner,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",42
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",43
3,reduce,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",44
3,it,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",45
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",46
3,its,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",47
3,lowest,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",48
3,"terms,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",49
3,"and,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",50
3,if,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",51
3,it,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",52
3,proved,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",53
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",54
3,be,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",55
3,"mean,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",56
3,why,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",57
3,then,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",58
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",59
3,get,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",60
3,the,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",61
3,whole,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",62
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",63
3,genuine,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",64
3,meanness,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",65
3,of,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",66
3,"it,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",67
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",68
3,publish,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",69
3,its,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",70
3,meanness,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",71
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",72
3,the,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",73
3,world;,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",74
3,or,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",75
3,if,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",76
3,it,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",77
3,were,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",78
3,"sublime,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",79
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",80
3,know,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",81
3,it,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",82
3,by,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",83
3,"experience,","To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",84
3,and,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",85
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",86
3,be,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",87
3,able,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",88
3,to,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",89
3,give,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",90
3,a,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",91
3,true,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",92
3,account,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",93
3,of,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",94
3,it,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",95
3,in,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",96
3,my,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",97
3,next,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",98
3,excursion.,"To know it by experience, and to be able to give a true ______ of it in my next excursion."," ""account"""," ""story|explanation""",99
4,I," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",0
4,believe," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",1
4,in," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",2
4,the," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",3
4,flesh," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",4
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",5
4,the," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",6
4,appetites;," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",7
4,"Seeing,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",8
4,"hearing,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",9
4,"feeling,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",10
4,are," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",11
4,"miracles,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",12
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",13
4,each," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",14
4,part," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",15
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",16
4,tag," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",17
4,of," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",18
4,me," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",19
4,is," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",20
4,a," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",21
4,miracle.," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",22
4,Divine," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",23
4,am," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",24
4,I," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",25
4,inside," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",26
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",27
4,"out,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",28
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",29
4,I," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",30
4,make," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",31
4,holy," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",32
4,whatever," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",33
4,I," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",34
4,touch," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",35
4,or," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",36
4,am," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",37
4,touch'd," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",38
4,from;," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",39
4,The," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",40
4,scent," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",41
4,of," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",42
4,these," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",43
4,"arm-pits,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",44
4,aroma," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",45
4,finer," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",46
4,than," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",47
4,prayer;," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",48
4,This," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",49
4,head," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",50
4,more," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",51
4,than," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",52
4,"churches,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",53
4,"bibles,"," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",54
4,and," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",55
4,all," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",56
4,the," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",57
4,creeds.," ""The scent of these _______ is aroma finer than prayer."""," ""armpits"""," ""women|flowers""",58
