para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_pass_time,FPFix,FPReg
1,In,0," ""advantages""",advantages,1,1899.0,1899.0,1899.0,1899.0,1899.0,1.0,0.0
1,my,1," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,younger,2," ""advantages""",advantages,1,400.0,598.0,400.0,400.0,400.0,1.0,0.0
1,and,3," ""advantages""",advantages,1,399.0,399.0,399.0,399.0,399.0,1.0,0.0
1,more,4," ""advantages""",advantages,1,200.0,200.0,200.0,200.0,200.0,1.0,0.0
1,vulnerable,5," ""advantages""",advantages,1,503.0,503.0,503.0,503.0,503.0,1.0,0.0
1,years,6," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,my,7," ""advantages""",advantages,1,198.0,198.0,0.0,0.0,0.0,0.0,0.0
1,father,8," ""advantages""",advantages,1,202.0,202.0,202.0,202.0,202.0,1.0,0.0
1,gave,9," ""advantages""",advantages,1,195.0,195.0,195.0,195.0,195.0,1.0,0.0
1,me,10," ""advantages""",advantages,1,305.0,305.0,305.0,305.0,701.0,1.0,1.0
1,some,11," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,advice,12," ""advantages""",advantages,1,503.0,702.0,503.0,503.0,503.0,1.0,0.0
1,that,13," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,I've,14," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,been,15," ""advantages""",advantages,1,192.0,192.0,192.0,192.0,192.0,1.0,0.0
1,turning,16," ""advantages""",advantages,1,504.0,504.0,504.0,504.0,504.0,1.0,0.0
1,over,17," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,in,18," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,my,19," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,mind,20," ""advantages""",advantages,1,200.0,200.0,200.0,200.0,200.0,1.0,0.0
1,ever,21," ""advantages""",advantages,1,194.0,194.0,194.0,194.0,194.0,1.0,0.0
1,since.,22," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Whenever,23," ""advantages""",advantages,1,393.0,393.0,393.0,393.0,592.0,1.0,1.0
1,you,24," ""advantages""",advantages,1,695.0,695.0,695.0,695.0,695.0,1.0,0.0
1,feel,25," ""advantages""",advantages,1,301.0,1202.0,301.0,301.0,301.0,1.0,0.0
1,like,26," ""advantages""",advantages,1,303.0,303.0,303.0,303.0,303.0,1.0,0.0
1,criticizing,27," ""advantages""",advantages,1,500.0,500.0,500.0,500.0,500.0,1.0,0.0
1,"anyone,",28," ""advantages""",advantages,1,197.0,797.0,197.0,197.0,197.0,1.0,0.0
1,he,29," ""advantages""",advantages,1,199.0,2000.0,199.0,199.0,199.0,1.0,0.0
1,told,30," ""advantages""",advantages,1,501.0,1901.0,0.0,0.0,0.0,0.0,0.0
1,me,31," ""advantages""",advantages,1,1000.0,1900.0,1000.0,1400.0,4602.0,1.0,1.0
1,"had,",32," ""advantages""",advantages,1,499.0,899.0,499.0,899.0,2800.0,1.0,1.0
1,'just,33," ""advantages""",advantages,1,500.0,500.0,500.0,500.0,500.0,1.0,0.0
1,remember,34," ""advantages""",advantages,1,500.0,1601.0,500.0,500.0,500.0,1.0,0.0
1,that,35," ""advantages""",advantages,1,1100.0,1100.0,1100.0,1100.0,2801.0,1.0,1.0
1,all,36," ""advantages""",advantages,1,400.0,1001.0,400.0,400.0,400.0,1.0,0.0
1,the,37," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,people,38," ""advantages""",advantages,1,300.0,300.0,300.0,300.0,300.0,1.0,0.0
1,in,39," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,this,40," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,world,41," ""advantages""",advantages,1,500.0,500.0,500.0,500.0,500.0,1.0,0.0
1,haven't,42," ""advantages""",advantages,1,301.0,301.0,301.0,301.0,301.0,1.0,0.0
1,had,43," ""advantages""",advantages,1,199.0,199.0,199.0,199.0,199.0,1.0,0.0
1,the,44," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,advantages,45," ""advantages""",advantages,1,499.0,499.0,499.0,499.0,1100.0,1.0,1.0
1,that,46," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,you've,47," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,had.,48," ""advantages""",advantages,1,2962.0,2962.0,2962.0,2962.0,2962.0,1.0,0.0
2,Neighbours,0," ""Boo""",Boo,1,399.0,1898.0,399.0,1498.0,1498.0,1.0,0.0
2,bring,1," ""Boo""",Boo,1,400.0,706.0,400.0,400.0,400.0,1.0,0.0
2,food,2," ""Boo""",Boo,1,401.0,601.0,401.0,601.0,1307.0,1.0,1.0
2,with,3," ""Boo""",Boo,1,398.0,398.0,398.0,398.0,398.0,1.0,0.0
2,death,4," ""Boo""",Boo,1,496.0,496.0,496.0,496.0,496.0,1.0,0.0
2,and,5," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,flowers,6," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,with,7," ""Boo""",Boo,1,200.0,200.0,200.0,200.0,200.0,1.0,0.0
2,sickness,8," ""Boo""",Boo,1,405.0,405.0,405.0,405.0,405.0,1.0,0.0
2,and,9," ""Boo""",Boo,1,296.0,296.0,296.0,296.0,296.0,1.0,0.0
2,little,10," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,things,11," ""Boo""",Boo,1,304.0,505.0,304.0,304.0,304.0,1.0,0.0
2,in,12," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,between.,13," ""Boo""",Boo,1,403.0,403.0,403.0,403.0,403.0,1.0,0.0
2,Boo,14," ""Boo""",Boo,1,196.0,196.0,196.0,196.0,196.0,1.0,0.0
2,was,15," ""Boo""",Boo,1,200.0,200.0,200.0,200.0,200.0,1.0,0.0
2,our,16," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,neighbour.,17," ""Boo""",Boo,1,293.0,293.0,293.0,293.0,293.0,1.0,0.0
2,He,18," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,gave,19," ""Boo""",Boo,1,203.0,203.0,203.0,203.0,404.0,1.0,1.0
2,us,20," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,two,21," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,soap,22," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"dolls,",23," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,a,24," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,broken,25," ""Boo""",Boo,1,301.0,301.0,0.0,0.0,0.0,0.0,0.0
2,watch,26," ""Boo""",Boo,1,405.0,405.0,0.0,0.0,0.0,0.0,0.0
2,and,27," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"chain,",28," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,a,29," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,pair,30," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,of,31," ""Boo""",Boo,1,405.0,405.0,0.0,0.0,0.0,0.0,0.0
2,good,32," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,luck,33," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"pennies,",34," ""Boo""",Boo,1,703.0,703.0,0.0,0.0,0.0,0.0,0.0
2,and,35," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,our,36," ""Boo""",Boo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,lives.,37," ""Boo""",Boo,1,199.0,4351.0,199.0,4351.0,6165.0,1.0,1.0
3,I,0," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,wanted,1," ""account""",story,0,900.0,2906.0,900.0,900.0,900.0,1.0,0.0
3,to,2," ""account""",story,0,298.0,298.0,0.0,0.0,0.0,0.0,0.0
3,live,3," ""account""",story,0,403.0,403.0,403.0,403.0,403.0,1.0,0.0
3,deep,4," ""account""",story,0,298.0,298.0,298.0,298.0,298.0,1.0,0.0
3,and,5," ""account""",story,0,200.0,599.0,200.0,200.0,200.0,1.0,0.0
3,suck,6," ""account""",story,0,299.0,299.0,299.0,299.0,299.0,1.0,0.0
3,out,7," ""account""",story,0,402.0,604.0,402.0,402.0,402.0,1.0,0.0
3,all,8," ""account""",story,0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
3,the,9," ""account""",story,0,299.0,299.0,0.0,0.0,0.0,0.0,0.0
3,marrow,10," ""account""",story,0,399.0,802.0,399.0,399.0,399.0,1.0,0.0
3,of,11," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"life,",12," ""account""",story,0,400.0,589.0,0.0,0.0,0.0,0.0,0.0
3,to,13," ""account""",story,0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
3,live,14," ""account""",story,0,199.0,1797.0,199.0,199.0,599.0,1.0,1.0
3,so,15," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,sturdily,16," ""account""",story,0,899.0,1899.0,899.0,899.0,899.0,1.0,0.0
3,and,17," ""account""",story,0,600.0,804.0,600.0,804.0,7500.0,1.0,1.0
3,Spartan-like,18," ""account""",story,0,796.0,796.0,796.0,796.0,796.0,1.0,0.0
3,as,19," ""account""",story,0,209.0,209.0,209.0,209.0,209.0,1.0,0.0
3,to,20," ""account""",story,0,192.0,192.0,192.0,192.0,192.0,1.0,0.0
3,put,21," ""account""",story,0,204.0,504.0,204.0,204.0,204.0,1.0,0.0
3,to,22," ""account""",story,0,195.0,195.0,195.0,195.0,195.0,1.0,0.0
3,rout,23," ""account""",story,0,1200.0,1200.0,1200.0,1200.0,1200.0,1.0,0.0
3,all,24," ""account""",story,0,200.0,200.0,200.0,200.0,200.0,1.0,0.0
3,that,25," ""account""",story,0,201.0,201.0,201.0,201.0,201.0,1.0,0.0
3,was,26," ""account""",story,0,199.0,199.0,199.0,199.0,199.0,1.0,0.0
3,not,27," ""account""",story,0,300.0,300.0,300.0,300.0,300.0,1.0,0.0
3,"life,",28," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,29," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,cut,30," ""account""",story,0,300.0,300.0,300.0,300.0,300.0,1.0,0.0
3,a,31," ""account""",story,0,302.0,302.0,0.0,0.0,0.0,0.0,0.0
3,broad,32," ""account""",story,0,899.0,899.0,0.0,0.0,0.0,0.0,0.0
3,swath,33," ""account""",story,0,198.0,498.0,198.0,498.0,1397.0,1.0,1.0
3,and,34," ""account""",story,0,202.0,387.0,202.0,202.0,202.0,1.0,0.0
3,shave,35," ""account""",story,0,499.0,499.0,499.0,499.0,499.0,1.0,0.0
3,"close,",36," ""account""",story,0,1199.0,1199.0,1199.0,1199.0,1199.0,1.0,0.0
3,to,37," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,drive,38," ""account""",story,0,201.0,201.0,201.0,201.0,201.0,1.0,0.0
3,life,39," ""account""",story,0,299.0,299.0,299.0,299.0,299.0,1.0,0.0
3,into,40," ""account""",story,0,300.0,300.0,300.0,300.0,300.0,1.0,0.0
3,a,41," ""account""",story,0,203.0,203.0,203.0,203.0,203.0,1.0,0.0
3,"corner,",42," ""account""",story,0,398.0,398.0,398.0,398.0,700.0,1.0,1.0
3,and,43," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,reduce,44," ""account""",story,0,697.0,697.0,697.0,697.0,697.0,1.0,0.0
3,it,45," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,46," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,its,47," ""account""",story,0,600.0,600.0,600.0,600.0,600.0,1.0,0.0
3,lowest,48," ""account""",story,0,303.0,303.0,303.0,303.0,303.0,1.0,0.0
3,"terms,",49," ""account""",story,0,199.0,199.0,199.0,199.0,199.0,1.0,0.0
3,"and,",50," ""account""",story,0,301.0,301.0,301.0,301.0,301.0,1.0,0.0
3,if,51," ""account""",story,0,197.0,197.0,197.0,197.0,197.0,1.0,0.0
3,it,52," ""account""",story,0,304.0,304.0,304.0,304.0,304.0,1.0,0.0
3,proved,53," ""account""",story,0,595.0,595.0,595.0,595.0,595.0,1.0,0.0
3,to,54," ""account""",story,0,200.0,200.0,200.0,200.0,200.0,1.0,0.0
3,be,55," ""account""",story,0,201.0,201.0,201.0,201.0,201.0,1.0,0.0
3,"mean,",56," ""account""",story,0,502.0,905.0,502.0,502.0,502.0,1.0,0.0
3,why,57," ""account""",story,0,300.0,300.0,300.0,300.0,703.0,1.0,1.0
3,then,58," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,59," ""account""",story,0,695.0,695.0,695.0,695.0,695.0,1.0,0.0
3,get,60," ""account""",story,0,203.0,490.0,203.0,203.0,203.0,1.0,0.0
3,the,61," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,whole,62," ""account""",story,0,298.0,298.0,298.0,298.0,298.0,1.0,0.0
3,and,63," ""account""",story,0,282.0,282.0,282.0,282.0,282.0,1.0,0.0
3,genuine,64," ""account""",story,0,1096.0,1096.0,1096.0,1096.0,1096.0,1.0,0.0
3,meanness,65," ""account""",story,0,504.0,701.0,504.0,504.0,504.0,1.0,0.0
3,of,66," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"it,",67," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,68," ""account""",story,0,205.0,205.0,205.0,205.0,205.0,1.0,0.0
3,publish,69," ""account""",story,0,295.0,295.0,295.0,295.0,582.0,1.0,1.0
3,its,70," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,meanness,71," ""account""",story,0,900.0,900.0,900.0,900.0,900.0,1.0,0.0
3,to,72," ""account""",story,0,200.0,200.0,200.0,200.0,200.0,1.0,0.0
3,the,73," ""account""",story,0,207.0,207.0,207.0,207.0,207.0,1.0,0.0
3,world;,74," ""account""",story,0,494.0,494.0,494.0,494.0,494.0,1.0,0.0
3,or,75," ""account""",story,0,299.0,299.0,299.0,299.0,299.0,1.0,0.0
3,if,76," ""account""",story,0,401.0,401.0,401.0,401.0,401.0,1.0,0.0
3,it,77," ""account""",story,0,200.0,400.0,200.0,200.0,200.0,1.0,0.0
3,were,78," ""account""",story,0,503.0,503.0,503.0,503.0,503.0,1.0,0.0
3,"sublime,",79," ""account""",story,0,597.0,597.0,597.0,597.0,597.0,1.0,0.0
3,to,80," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,know,81," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,82," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,by,83," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"experience,",84," ""account""",story,0,596.0,596.0,596.0,596.0,596.0,1.0,0.0
3,and,85," ""account""",story,0,500.0,500.0,500.0,500.0,500.0,1.0,0.0
3,to,86," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,be,87," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,able,88," ""account""",story,0,2074.0,2074.0,0.0,0.0,0.0,0.0,0.0
3,to,89," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,give,90," ""account""",story,0,200.0,200.0,200.0,200.0,200.0,1.0,0.0
3,a,91," ""account""",story,0,300.0,300.0,300.0,300.0,300.0,1.0,0.0
3,true,92," ""account""",story,0,201.0,201.0,201.0,201.0,201.0,1.0,0.0
3,account,93," ""account""",story,0,399.0,399.0,399.0,399.0,399.0,1.0,0.0
3,of,94," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,95," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,in,96," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,my,97," ""account""",story,0,199.0,199.0,199.0,199.0,199.0,1.0,0.0
3,next,98," ""account""",story,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,excursion.,99," ""account""",story,0,7000.0,7000.0,7000.0,7000.0,10254.0,1.0,1.0
4,I,0," ""armpits""",armpits,1,302.0,1403.0,0.0,0.0,0.0,0.0,0.0
4,believe,1," ""armpits""",armpits,1,301.0,2397.0,301.0,301.0,301.0,1.0,0.0
4,in,2," ""armpits""",armpits,1,200.0,504.0,0.0,0.0,0.0,0.0,0.0
4,the,3," ""armpits""",armpits,1,400.0,400.0,0.0,0.0,0.0,0.0,0.0
4,flesh,4," ""armpits""",armpits,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,5," ""armpits""",armpits,1,305.0,1005.0,0.0,0.0,0.0,0.0,0.0
4,the,6," ""armpits""",armpits,1,201.0,201.0,0.0,0.0,0.0,0.0,0.0
4,appetites;,7," ""armpits""",armpits,1,902.0,3714.0,0.0,0.0,0.0,0.0,0.0
4,"Seeing,",8," ""armpits""",armpits,1,198.0,1686.0,0.0,0.0,0.0,0.0,0.0
4,"hearing,",9," ""armpits""",armpits,1,605.0,1804.0,0.0,0.0,0.0,0.0,0.0
4,"feeling,",10," ""armpits""",armpits,1,308.0,810.0,0.0,0.0,0.0,0.0,0.0
4,are,11," ""armpits""",armpits,1,500.0,999.0,0.0,0.0,0.0,0.0,0.0
4,"miracles,",12," ""armpits""",armpits,1,500.0,4701.0,0.0,0.0,0.0,0.0,0.0
4,and,13," ""armpits""",armpits,1,205.0,907.0,0.0,0.0,0.0,0.0,0.0
4,each,14," ""armpits""",armpits,1,499.0,998.0,0.0,0.0,0.0,0.0,0.0
4,part,15," ""armpits""",armpits,1,304.0,2303.0,0.0,0.0,0.0,0.0,0.0
4,and,16," ""armpits""",armpits,1,1301.0,2408.0,0.0,0.0,0.0,0.0,0.0
4,tag,17," ""armpits""",armpits,1,499.0,4803.0,0.0,0.0,0.0,0.0,0.0
4,of,18," ""armpits""",armpits,1,1200.0,1497.0,0.0,0.0,0.0,0.0,0.0
4,me,19," ""armpits""",armpits,1,298.0,600.0,0.0,0.0,0.0,0.0,0.0
4,is,20," ""armpits""",armpits,1,498.0,797.0,0.0,0.0,0.0,0.0,0.0
4,a,21," ""armpits""",armpits,1,499.0,499.0,0.0,0.0,0.0,0.0,0.0
4,miracle.,22," ""armpits""",armpits,1,200.0,7207.0,0.0,0.0,0.0,0.0,0.0
4,Divine,23," ""armpits""",armpits,1,199.0,4502.0,0.0,0.0,0.0,0.0,0.0
4,am,24," ""armpits""",armpits,1,411.0,411.0,0.0,0.0,0.0,0.0,0.0
4,I,25," ""armpits""",armpits,1,199.0,199.0,0.0,0.0,0.0,0.0,0.0
4,inside,26," ""armpits""",armpits,1,200.0,14701.0,0.0,0.0,0.0,0.0,0.0
4,and,27," ""armpits""",armpits,1,203.0,2203.0,203.0,203.0,203.0,1.0,0.0
4,"out,",28," ""armpits""",armpits,1,700.0,892.0,0.0,0.0,0.0,0.0,0.0
4,and,29," ""armpits""",armpits,1,1000.0,1499.0,0.0,0.0,0.0,0.0,0.0
4,I,30," ""armpits""",armpits,1,400.0,400.0,0.0,0.0,0.0,0.0,0.0
4,make,31," ""armpits""",armpits,1,401.0,8096.0,0.0,0.0,0.0,0.0,0.0
4,holy,32," ""armpits""",armpits,1,2700.0,22299.0,0.0,0.0,0.0,0.0,0.0
4,whatever,33," ""armpits""",armpits,1,798.0,1804.0,0.0,0.0,0.0,0.0,0.0
4,I,34," ""armpits""",armpits,1,300.0,300.0,0.0,0.0,0.0,0.0,0.0
4,touch,35," ""armpits""",armpits,1,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0
4,or,36," ""armpits""",armpits,1,301.0,301.0,0.0,0.0,0.0,0.0,0.0
4,am,37," ""armpits""",armpits,1,200.0,3610.0,0.0,0.0,0.0,0.0,0.0
4,touch'd,38," ""armpits""",armpits,1,198.0,3700.0,0.0,0.0,0.0,0.0,0.0
4,from;,39," ""armpits""",armpits,1,600.0,2988.0,0.0,0.0,0.0,0.0,0.0
4,The,40," ""armpits""",armpits,1,201.0,201.0,0.0,0.0,0.0,0.0,0.0
4,scent,41," ""armpits""",armpits,1,1094.0,3195.0,0.0,0.0,0.0,0.0,0.0
4,of,42," ""armpits""",armpits,1,499.0,1697.0,0.0,0.0,0.0,0.0,0.0
4,these,43," ""armpits""",armpits,1,301.0,36924.0,0.0,0.0,0.0,0.0,0.0
4,"arm-pits,",44," ""armpits""",armpits,1,499.0,5010.0,0.0,0.0,0.0,0.0,0.0
4,aroma,45," ""armpits""",armpits,1,198.0,3168.0,0.0,0.0,0.0,0.0,0.0
4,finer,46," ""armpits""",armpits,1,401.0,1211.0,0.0,0.0,0.0,0.0,0.0
4,than,47," ""armpits""",armpits,1,197.0,1489.0,0.0,0.0,0.0,0.0,0.0
4,prayer;,48," ""armpits""",armpits,1,802.0,13013.0,0.0,0.0,0.0,0.0,0.0
4,This,49," ""armpits""",armpits,1,201.0,8310.0,0.0,0.0,0.0,0.0,0.0
4,head,50," ""armpits""",armpits,1,604.0,1397.0,0.0,0.0,0.0,0.0,0.0
4,more,51," ""armpits""",armpits,1,396.0,396.0,396.0,396.0,1893.0,1.0,1.0
4,than,52," ""armpits""",armpits,1,410.0,611.0,0.0,0.0,0.0,0.0,0.0
4,"churches,",53," ""armpits""",armpits,1,600.0,9299.0,600.0,600.0,600.0,1.0,0.0
4,"bibles,",54," ""armpits""",armpits,1,400.0,1799.0,400.0,400.0,37210.0,1.0,1.0
4,and,55," ""armpits""",armpits,1,514.0,1915.0,0.0,0.0,0.0,0.0,0.0
4,all,56," ""armpits""",armpits,1,201.0,400.0,0.0,0.0,0.0,0.0,0.0
4,the,57," ""armpits""",armpits,1,302.0,6787.0,302.0,302.0,60359.0,1.0,1.0
4,creeds.,58," ""armpits""",armpits,1,4391.0,6494.0,4391.0,6494.0,113498.0,1.0,1.0
