experiment,experiment_id,condition,condition_id,item_id,text,region,region_id,question,response_true,response_distractors
local_coherence,1,adverb_high,3,72,Kim will display the photos she took,other,-1,Will Kim show all the photos?,no,yes
local_coherence,1,adverb_high,3,72,"next month,",adverb,0,Will Kim show all the photos?,no,yes
local_coherence,1,adverb_high,3,72,but she won't show,adverb+1,1,Will Kim show all the photos?,no,yes
local_coherence,1,adverb_high,3,72,all of them.,adverb+2,2,Will Kim show all the photos?,no,yes
local_coherence,1,adverb_high,3,70,John hired the clerk he will promote,other,-1,Did John fire an employee?,yes,no
local_coherence,1,adverb_high,3,70,"last month, ",adverb,0,Did John fire an employee?,yes,no
local_coherence,1,adverb_high,3,70,but he fired,adverb+1,1,Did John fire an employee?,yes,no
local_coherence,1,adverb_high,3,70,another employee.,adverb+2,2,Did John fire an employee?,yes,no
local_coherence,1,adverb_high,3,69,Jim painted the picture he will display ,other,-1,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_high,3,69,last month,adverb,0,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_high,3,69,but he isn't happy,adverb+1,1,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_high,3,69,with it.,adverb+2,2,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_high,3,68,Cathy will burn the wood she gathered,other,-1,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_high,3,68,"next week,",adverb,0,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_high,3,68,but she will save,adverb+1,1,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_high,3,68,some of it.,adverb+2,2,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_high,3,67,Mark will answer the email he got,other,-1,Will Mark answer the email?,yes,no
local_coherence,1,adverb_high,3,67,"next week,",adverb,0,Will Mark answer the email?,yes,no
local_coherence,1,adverb_high,3,67,but he doesn't know,adverb+1,1,Will Mark answer the email?,yes,no
local_coherence,1,adverb_high,3,67,what to write.,adverb+2,2,Will Mark answer the email?,yes,no
local_coherence,1,adverb_high,3,66,Chris cleaned the bookcase he will sell ,other,-1,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_high,3,66,"last week,",adverb,0,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_high,3,66,but it is,adverb+1,1,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_high,3,66,still very dusty.,adverb+2,2,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_high,3,65,Susan bought the wine she will drink,other,-1,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_high,3,65,"last week, ",adverb,0,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_high,3,65,but she didn't buy,adverb+1,1,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_high,3,65,any cheese.,adverb+2,2,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_high,3,64,Mike watered the flower he will sell,other,-1,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_high,3,64,"yesterday,",adverb,0,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_high,3,64,but he forgot ,adverb+1,1,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_high,3,64,to water the bush.,adverb+2,2,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_high,3,63,Mary called the applicant she will interview,other,-1,Did the applicant answer?,no,yes
local_coherence,1,adverb_high,3,63,"yesterday,",adverb,0,Did the applicant answer?,no,yes
local_coherence,1,adverb_high,3,63,but there was,adverb+1,1,Did the applicant answer?,no,yes
local_coherence,1,adverb_high,3,63,no answer.,adverb+2,2,Did the applicant answer?,no,yes
local_coherence,1,adverb_high,3,62,James will fix the car he drove,other,-1,Did James drive a car?,yes,no
local_coherence,1,adverb_high,3,62,"tomorrow,",adverb,0,Did James drive a car?,yes,no
local_coherence,1,adverb_high,3,62,but he will need,adverb+1,1,Did James drive a car?,yes,no
local_coherence,1,adverb_high,3,62,some help.,adverb+2,2,Did James drive a car?,yes,no
local_coherence,1,adverb_high,3,61,Linda will wear the sweater she washed ,other,-1,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_high,3,61,"tomorrow, ",adverb,0,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_high,3,61,but she won't wear ,adverb+1,1,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_high,3,61,her skirt.,adverb+2,2,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_low,4,60,Amy will visit the man she worked with,other,-1,Is Amy nervous?,yes,no
local_coherence,1,adverb_low,4,60,"last month,",adverb,0,Is Amy nervous?,yes,no
local_coherence,1,adverb_low,4,60,but she is nervous,adverb+1,1,Is Amy nervous?,yes,no
local_coherence,1,adverb_low,4,60,about it.,adverb+2,2,Is Amy nervous?,yes,no
local_coherence,1,adverb_low,4,59,Paul will marry the woman he just met,other,-1,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_low,4,59,"last month,",adverb,0,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_low,4,59,but the wedding will be,adverb+1,1,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_low,4,59,small.,adverb+2,2,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_low,4,58,Dan wrote the speech he will deliver,other,-1,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_low,4,58,"next month,",adverb,0,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_low,4,58,but he hasn't practiced ,adverb+1,1,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_low,4,58,it yet.,adverb+2,2,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_low,4,57,Jeff planned the party he will hold,other,-1,Has Jeff send invitations?,no,yes
local_coherence,1,adverb_low,4,57,"next month,",adverb,0,Has Jeff send invitations?,no,yes
local_coherence,1,adverb_low,4,57,but he hasn't sent,adverb+1,1,Has Jeff send invitations?,no,yes
local_coherence,1,adverb_low,4,57,invitations.,adverb+2,2,Has Jeff send invitations?,no,yes
local_coherence,1,adverb_low,4,56,Lisa will change the plans she made,other,-1,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_low,4,56,"last week,",adverb,0,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_low,4,56,but she won't cancel,adverb+1,1,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_low,4,56,any of them.,adverb+2,2,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_low,4,55,Tom will plant the tree he bought,other,-1,Does Tom know where to put the tree?,no,yes
local_coherence,1,adverb_low,4,55,"last week,",adverb,0,Does Tom know where to put the tree?,no,yes
local_coherence,1,adverb_low,4,55,but he isn't sure,adverb+1,1,Does Tom know where to put the tree?,no,yes
local_coherence,1,adverb_low,4,55,where to put it.,adverb+2,2,Does Tom know where to put the tree?,no,yes
local_coherence,1,adverb_low,4,54,Joseph brewed the beer he will serve,other,-1,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_low,4,54,"next week,",adverb,0,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_low,4,54,but it is,adverb+1,1,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_low,4,54,not very tasty.,adverb+2,2,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_low,4,53,Jane prepared the lecture she will give,other,-1,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_low,4,53,"next week,",adverb,0,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_low,4,53,but still needs,adverb+1,1,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_low,4,53,to review it.,adverb+2,2,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_low,4,52,Sue insulted the candidate she will debate,other,-1,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_low,4,52,"tomorrow,",adverb,0,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_low,4,52,but she wishes,adverb+1,1,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_low,4,52,she hadn't.,adverb+2,2,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_low,4,51,David caught the fish he will cook,other,-1,Will David cook the fish?,yes,no
local_coherence,1,adverb_low,4,51,"tomorrow,",adverb,0,Will David cook the fish?,yes,no
local_coherence,1,adverb_low,4,51,but it is,adverb+1,1,Will David cook the fish?,yes,no
local_coherence,1,adverb_low,4,51,not his favorite kind.,adverb+2,2,Will David cook the fish?,yes,no
local_coherence,1,adverb_low,4,50,Robert will meet the friend he phoned ,other,-1,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_low,4,50,"yesterday,",adverb,0,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_low,4,50,but he doesn't want,adverb+1,1,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_low,4,50,to.,adverb+2,2,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_low,4,49,Anne will serve the apples she picked ,other,-1,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_low,4,49,"yesterday,",adverb,0,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_low,4,49,but she won't serve ,adverb+1,1,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_low,4,49,the plums.,adverb+2,2,Will Anne serve the plums?,no,yes
local_coherence,1,and_no_comma,1,48,The witness identified the man and his wife,other,-1,Did the witness run away from the police station?,no,yes
local_coherence,1,and_no_comma,1,48,ran,verb,0,Did the witness run away from the police station?,no,yes
local_coherence,1,and_no_comma,1,48,away from,verb+1,1,Did the witness run away from the police station?,no,yes
local_coherence,1,and_no_comma,1,48,the police station.,verb+2,2,Did the witness run away from the police station?,no,yes
local_coherence,1,and_no_comma,1,47,Jenny talked to the reporter and the photographer,other,-1,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_no_comma,1,47,took,verb,0,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_no_comma,1,47,pictures,verb+1,1,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_no_comma,1,47,of the scene.,verb+2,2,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_no_comma,1,46,The robber shot the jeweler and the salesman,other,-1,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_no_comma,1,46,reported,verb,0,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_no_comma,1,46,the crime,verb+1,1,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_no_comma,1,46,to the police.,verb+2,2,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_no_comma,1,45,The journalist criticized Nick and Sam,other,-1,Did Sam call the newspaper?,yes,no
local_coherence,1,and_no_comma,1,45,called,verb,0,Did Sam call the newspaper?,yes,no
local_coherence,1,and_no_comma,1,45,the newspaper ,verb+1,1,Did Sam call the newspaper?,yes,no
local_coherence,1,and_no_comma,1,45,to complain.,verb+2,2,Did Sam call the newspaper?,yes,no
local_coherence,1,and_no_comma,1,43,Sam hired the plumber and the carpenter,other,-1,Did the carpenter order materials?,yes,no
local_coherence,1,and_no_comma,1,43,ordered,verb,0,Did the carpenter order materials?,yes,no
local_coherence,1,and_no_comma,1,43,the materials,verb+1,1,Did the carpenter order materials?,yes,no
local_coherence,1,and_no_comma,1,43,for the house.,verb+2,2,Did the carpenter order materials?,yes,no
local_coherence,1,and_no_comma,1,42,The police arrested the burglar and his brother,other,-1,Was the burglar arrested?,yes,no
local_coherence,1,and_no_comma,1,42,phoned,verb,0,Was the burglar arrested?,yes,no
local_coherence,1,and_no_comma,1,42,a lawyer,verb+1,1,Was the burglar arrested?,yes,no
local_coherence,1,and_no_comma,1,42,for help.,verb+2,2,Was the burglar arrested?,yes,no
local_coherence,1,and_no_comma,1,41,The knight greeted the king and the queen,other,-1,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_no_comma,1,41,waved,verb,0,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_no_comma,1,41,to her people,verb+1,1,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_no_comma,1,41,at the feast.,verb+2,2,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_no_comma,1,40,The customer complained about the waiter and the chef,other,-1,Did the customer get a free dessert?,yes,no
local_coherence,1,and_no_comma,1,40,gave,verb,0,Did the customer get a free dessert?,yes,no
local_coherence,1,and_no_comma,1,40,him,verb+1,1,Did the customer get a free dessert?,yes,no
local_coherence,1,and_no_comma,1,40,a free dessert.,verb+2,2,Did the customer get a free dessert?,yes,no
local_coherence,1,and_no_comma,1,39,The woman could not find Bill and his girlfriend,other,-1,Could the woman find Bill?,no,yes
local_coherence,1,and_no_comma,1,39,became,verb,0,Could the woman find Bill?,no,yes
local_coherence,1,and_no_comma,1,39,nervous,verb+1,1,Could the woman find Bill?,no,yes
local_coherence,1,and_no_comma,1,39,and upset.,verb+2,2,Could the woman find Bill?,no,yes
local_coherence,1,and_no_comma,1,38,Bobby yelled at the teacher and the principal,other,-1,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_no_comma,1,38,asked,verb,0,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_no_comma,1,38,his parents,verb+1,1,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_no_comma,1,38,for a meeting.,verb+2,2,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_no_comma,1,37,The teacher praised the girl and her family,other,-1,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_no_comma,1,37,was,verb,0,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_no_comma,1,37,proud of,verb+1,1,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_no_comma,1,37,her good grades.,verb+2,2,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_comma,2,36,"The crowd cheered for the model, and the designer",other,-1,Did the designer take a bow?,yes,no
local_coherence,1,and_comma,2,36,took,verb,0,Did the designer take a bow?,yes,no
local_coherence,1,and_comma,2,36,a bow,verb+1,1,Did the designer take a bow?,yes,no
local_coherence,1,and_comma,2,36,after the show.,verb+2,2,Did the designer take a bow?,yes,no
local_coherence,1,and_comma,2,35,"The juggler entertained the children, and their parents",other,-1,Did the juggler drink wine?,no,yes
local_coherence,1,and_comma,2,35,drank,verb,0,Did the juggler drink wine?,no,yes
local_coherence,1,and_comma,2,35,wine,verb+1,1,Did the juggler drink wine?,no,yes
local_coherence,1,and_comma,2,35,at the party.,verb+2,2,Did the juggler drink wine?,no,yes
local_coherence,1,and_comma,2,34,"The woman dressed her baby, and her son",other,-1,Did the women dress her son?,no,yes
local_coherence,1,and_comma,2,34,got,verb,0,Did the women dress her son?,no,yes
local_coherence,1,and_comma,2,34,his clothes,verb+1,1,Did the women dress her son?,no,yes
local_coherence,1,and_comma,2,34,from the dresser.,verb+2,2,Did the women dress her son?,no,yes
local_coherence,1,and_comma,2,33,"Diane hugged her boyfriend, and her friend",other,-1,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_comma,2,33,felt,verb,0,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_comma,2,33,uncomfortable,verb+1,1,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_comma,2,33,watching them.,verb+2,2,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_comma,2,32,"The producer replaced the actor, and the actress",other,-1,Did the producer replace the actor?,yes,no
local_coherence,1,and_comma,2,32,quit ,verb,0,Did the producer replace the actor?,yes,no
local_coherence,1,and_comma,2,32,the movie,verb+1,1,Did the producer replace the actor?,yes,no
local_coherence,1,and_comma,2,32,after the fight.,verb+2,2,Did the producer replace the actor?,yes,no
local_coherence,1,and_comma,2,31,"The audience applauded the guitarist, and the band",other,-1,Did the audience applaud the guitarist?,yes,no
local_coherence,1,and_comma,2,31,cheered,verb,0,Did the audience applaud the guitarist?,yes,no
local_coherence,1,and_comma,2,31,for him,verb+1,1,Did the audience applaud the guitarist?,yes,no
local_coherence,1,and_comma,2,31,very loudly.,verb+2,2,Did the audience applaud the guitarist?,yes,no
local_coherence,1,and_comma,2,30,"Jim listened to the pianist, and the singer",other,-1,Did the singer listen to the pianist?,no,yes
local_coherence,1,and_comma,2,30,watched,verb,0,Did the singer listen to the pianist?,no,yes
local_coherence,1,and_comma,2,30,the organist,verb+1,1,Did the singer listen to the pianist?,no,yes
local_coherence,1,and_comma,2,30,at the concert.,verb+2,2,Did the singer listen to the pianist?,no,yes
local_coherence,1,and_comma,2,29,"The ranger gave matches to the camper, and his friend",other,-1,Did the camper make a fire?,no,yes
local_coherence,1,and_comma,2,29,made,verb,0,Did the camper make a fire?,no,yes
local_coherence,1,and_comma,2,29,a fire,verb+1,1,Did the camper make a fire?,no,yes
local_coherence,1,and_comma,2,29,by the tent.,verb+2,2,Did the camper make a fire?,no,yes
local_coherence,1,and_comma,2,28,"The little girl fed her pet cat, and her dog",other,-1,Did the little girl feed her dog?,no,yes
local_coherence,1,and_comma,2,28,wanted,verb,0,Did the little girl feed her dog?,no,yes
local_coherence,1,and_comma,2,28,a can,verb+1,1,Did the little girl feed her dog?,no,yes
local_coherence,1,and_comma,2,28,"of food, too.",verb+2,2,Did the little girl feed her dog?,no,yes
local_coherence,1,and_comma,2,27,"The tourist photographed the swimmer, and the runner",other,-1,Did the tourist photograph the runner?,no,yes
local_coherence,1,and_comma,2,27,got,verb,0,Did the tourist photograph the runner?,no,yes
local_coherence,1,and_comma,2,27,ready,verb+1,1,Did the tourist photograph the runner?,no,yes
local_coherence,1,and_comma,2,27,for the race.,verb+2,2,Did the tourist photograph the runner?,no,yes
local_coherence,1,and_comma,2,26,"The swimmer disappointed her coach, and her mother",other,-1,Did the swimmers mother try to console her?,yes,no
local_coherence,1,and_comma,2,26,tried,verb,0,Did the swimmers mother try to console her?,yes,no
local_coherence,1,and_comma,2,26,to console,verb+1,1,Did the swimmers mother try to console her?,yes,no
local_coherence,1,and_comma,2,26,her.,verb+2,2,Did the swimmers mother try to console her?,yes,no
local_coherence,1,and_comma,2,25,"The nurse examined the mother, and the child",other,-1,Did the child play quietly?,yes,no
local_coherence,1,and_comma,2,25,played,verb,0,Did the child play quietly?,yes,no
local_coherence,1,and_comma,2,25,quietly,verb+1,1,Did the child play quietly?,yes,no
local_coherence,1,and_comma,2,25,in the corner.,verb+2,2,Did the child play quietly?,yes,no
local_coherence,1,relative_high,5,24,The niece of the butler who scolded,other,-1,Was the butler very upset?,no,yes
local_coherence,1,relative_high,5,24,herself,reflexive,0,Was the butler very upset?,no,yes
local_coherence,1,relative_high,5,24,for losing the key,reflexive+1,1,Was the butler very upset?,no,yes
local_coherence,1,relative_high,5,24,was very upset.,reflexive+2,2,Was the butler very upset?,no,yes
local_coherence,1,relative_high,5,23,The aunt of the waiter who trained,other,-1,Did the waiter want to own a restaurant?,no,yes
local_coherence,1,relative_high,5,23,herself,reflexive,0,Did the waiter want to own a restaurant?,no,yes
local_coherence,1,relative_high,5,23,to cook,reflexive+1,1,Did the waiter want to own a restaurant?,no,yes
local_coherence,1,relative_high,5,23,wanted to own a restaurant.,reflexive+2,2,Did the waiter want to own a restaurant?,no,yes
local_coherence,1,relative_high,5,22,The sister of the boy who taught ,other,-1,Was the sister of the boy very smart?,yes,no
local_coherence,1,relative_high,5,22,herself ,reflexive,0,Was the sister of the boy very smart?,yes,no
local_coherence,1,relative_high,5,22,advanced mathematics,reflexive+1,1,Was the sister of the boy very smart?,yes,no
local_coherence,1,relative_high,5,22,was very smart.,reflexive+2,2,Was the sister of the boy very smart?,yes,no
local_coherence,1,relative_high,5,21,The daughter of the king who devoted,other,-1,Was the daughter of the king emotional?,no,yes
local_coherence,1,relative_high,5,21,herself,reflexive,0,Was the daughter of the king emotional?,no,yes
local_coherence,1,relative_high,5,21,to the kingdom,reflexive+1,1,Was the daughter of the king emotional?,no,yes
local_coherence,1,relative_high,5,21,was never emotional.,reflexive+2,2,Was the daughter of the king emotional?,no,yes
local_coherence,1,relative_high,5,20,The niece of the fisherman who got,other,-1,Did the niece of the fisherman learn to sail?,yes,no
local_coherence,1,relative_high,5,20,herself ,reflexive,0,Did the niece of the fisherman learn to sail?,yes,no
local_coherence,1,relative_high,5,20,a sailboat,reflexive+1,1,Did the niece of the fisherman learn to sail?,yes,no
local_coherence,1,relative_high,5,20,learned to sail.,reflexive+2,2,Did the niece of the fisherman learn to sail?,yes,no
local_coherence,1,relative_high,5,19,The grandma of the policeman who educated,other,-1,Did the grandma of the policeman become a teacher?,yes,no
local_coherence,1,relative_high,5,19,herself,reflexive,0,Did the grandma of the policeman become a teacher?,yes,no
local_coherence,1,relative_high,5,19,at night,reflexive+1,1,Did the grandma of the policeman become a teacher?,yes,no
local_coherence,1,relative_high,5,19,became a teacher.,reflexive+2,2,Did the grandma of the policeman become a teacher?,yes,no
local_coherence,1,relative_high,5,18,The uncle of the girl who prepared,other,-1,Was the uncle of the girl a great athlete?,yes,no
local_coherence,1,relative_high,5,18,himself,reflexive,0,Was the uncle of the girl a great athlete?,yes,no
local_coherence,1,relative_high,5,18,for the race,reflexive+1,1,Was the uncle of the girl a great athlete?,yes,no
