experiment,experiment_id,condition,condition_id,item_id,text,region,region_id,question,response_true,response_distractors
local_coherence,1,relative_high,5,18,was a great athlete.,reflexive+2,2,Was the uncle of the girl a great athlete?,yes,no
local_coherence,1,relative_high,5,17,The nephew of the queen who praised,other,-1,Was the queen very rude?,no,yes
local_coherence,1,relative_high,5,17,himself,reflexive,0,Was the queen very rude?,no,yes
local_coherence,1,relative_high,5,17,all the time,reflexive+1,1,Was the queen very rude?,no,yes
local_coherence,1,relative_high,5,17,was very rude.,reflexive+2,2,Was the queen very rude?,no,yes
local_coherence,1,relative_high,5,16,The grandfather of the policewoman who treated,other,-1,Was the grandfather of the policewoman troubled?,yes,no
local_coherence,1,relative_high,5,16,himself,reflexive,0,Was the grandfather of the policewoman troubled?,yes,no
local_coherence,1,relative_high,5,16,so badly,reflexive+1,1,Was the grandfather of the policewoman troubled?,yes,no
local_coherence,1,relative_high,5,16,was troubled.,reflexive+2,2,Was the grandfather of the policewoman troubled?,yes,no
local_coherence,1,relative_high,5,15,The nephew of the maid who cut,other,-1,Did the nephew of the maid call the doctor?,yes,no
local_coherence,1,relative_high,5,15,himself,reflexive,0,Did the nephew of the maid call the doctor?,yes,no
local_coherence,1,relative_high,5,15,with the knife,reflexive+1,1,Did the nephew of the maid call the doctor?,yes,no
local_coherence,1,relative_high,5,15,called the doctor.,reflexive+2,2,Did the nephew of the maid call the doctor?,yes,no
local_coherence,1,relative_high,5,14,The brother of the ballerina who found,other,-1,Did the ballerina phone home?,no,yes
local_coherence,1,relative_high,5,14,himself,reflexive,0,Did the ballerina phone home?,no,yes
local_coherence,1,relative_high,5,14,in a lot of trouble,reflexive+1,1,Did the ballerina phone home?,no,yes
local_coherence,1,relative_high,5,14,phoned home.,reflexive+2,2,Did the ballerina phone home?,no,yes
local_coherence,1,relative_high,5,13,The son of the princess who scratched,other,-1,Was the princess embarrassed?,no,yes
local_coherence,1,relative_high,5,13,himself,reflexive,0,Was the princess embarrassed?,no,yes
local_coherence,1,relative_high,5,13,in public,reflexive+1,1,Was the princess embarrassed?,no,yes
local_coherence,1,relative_high,5,13,was awfully embarrassed.,reflexive+2,2,Was the princess embarrassed?,no,yes
local_coherence,1,relative_low,6,12,The sister of the prince who injured,other,-1,Was the prince sad?,no,yes
local_coherence,1,relative_low,6,12,himself,reflexive,0,Was the prince sad?,no,yes
local_coherence,1,relative_low,6,12,falling off a roof,reflexive+1,1,Was the prince sad?,no,yes
local_coherence,1,relative_low,6,12,was still sad.,reflexive+2,2,Was the prince sad?,no,yes
local_coherence,1,relative_low,6,11,The daughter of the actor who hated,other,-1,Was the daughter of the actor happy?,no,yes
local_coherence,1,relative_low,6,11,himself ,reflexive,0,Was the daughter of the actor happy?,no,yes
local_coherence,1,relative_low,6,11,for failing,reflexive+1,1,Was the daughter of the actor happy?,no,yes
local_coherence,1,relative_low,6,11,always seemed unhappy.,reflexive+2,2,Was the daughter of the actor happy?,no,yes
local_coherence,1,relative_low,6,10,The sister of the salesman who made a fool of,other,-1,Was the sister of the salesman angry?,yes,no
local_coherence,1,relative_low,6,10,himself,reflexive,0,Was the sister of the salesman angry?,yes,no
local_coherence,1,relative_low,6,10,at work,reflexive+1,1,Was the sister of the salesman angry?,yes,no
local_coherence,1,relative_low,6,10,was very angry.,reflexive+2,2,Was the sister of the salesman angry?,yes,no
local_coherence,1,relative_low,6,8,The aunt of the schoolboy who hurt,other,-1,Was the schoolboy concerned about the injury?,no,yes
local_coherence,1,relative_low,6,8,himself,reflexive,0,Was the schoolboy concerned about the injury?,no,yes
local_coherence,1,relative_low,6,8,was concerned,reflexive+1,1,Was the schoolboy concerned about the injury?,no,yes
local_coherence,1,relative_low,6,8,about the injury.,reflexive+2,2,Was the schoolboy concerned about the injury?,no,yes
local_coherence,1,relative_low,6,7,The grandma of the fireman who criticized,other,-1,Was the fireman anxious?,no,yes
local_coherence,1,relative_low,6,7,himself,reflexive,0,Was the fireman anxious?,no,yes
local_coherence,1,relative_low,6,7,far too often,reflexive+1,1,Was the fireman anxious?,no,yes
local_coherence,1,relative_low,6,7,was anxious.,reflexive+2,2,Was the fireman anxious?,no,yes
local_coherence,1,relative_low,6,6,The grandfather of the woman who killed,other,-1,Had the grandfather of the woman been to prison?,yes,no
local_coherence,1,relative_low,6,6,herself ,reflexive,0,Had the grandfather of the woman been to prison?,yes,no
local_coherence,1,relative_low,6,6,last summer,reflexive+1,1,Had the grandfather of the woman been to prison?,yes,no
local_coherence,1,relative_low,6,6,had been to prison.,reflexive+2,2,Had the grandfather of the woman been to prison?,yes,no
local_coherence,1,relative_low,6,5,The brother of the schoolgirl who burned,other,-1,Was the brother of the schoolgirl usually careful?,yes,no
local_coherence,1,relative_low,6,5,herself,reflexive,0,Was the brother of the schoolgirl usually careful?,yes,no
local_coherence,1,relative_low,6,5,was usually,reflexive+1,1,Was the brother of the schoolgirl usually careful?,yes,no
local_coherence,1,relative_low,6,5,very careful.,reflexive+2,2,Was the brother of the schoolgirl usually careful?,yes,no
local_coherence,1,adverb_high,3,71,Bob will complete the project he started,other,-1,Will Fred finish his project?,no,yes
local_coherence,1,adverb_high,3,71,"next month,",adverb,0,Will Fred finish his project?,no,yes
local_coherence,1,adverb_high,3,71,but Fred won't finish,adverb+1,1,Will Fred finish his project?,no,yes
local_coherence,1,adverb_high,3,71,his.,adverb+2,2,Will Fred finish his project?,no,yes
local_coherence,1,relative_low,6,4,The son of the lady who politely introduced,other,-1,Was the lady popular at the party?,no,yes
local_coherence,1,relative_low,6,4,herself,reflexive,0,Was the lady popular at the party?,no,yes
local_coherence,1,relative_low,6,4,was popular,reflexive+1,1,Was the lady popular at the party?,no,yes
local_coherence,1,relative_low,6,4,at the party.,reflexive+2,2,Was the lady popular at the party?,no,yes
local_coherence,1,relative_low,6,3,The uncle of the waitress who hurt,other,-1,Was the waitress shocked by the accident?,no,yes
local_coherence,1,relative_low,6,3,herself,reflexive,0,Was the waitress shocked by the accident?,no,yes
local_coherence,1,relative_low,6,3,was shocked,reflexive+1,1,Was the waitress shocked by the accident?,no,yes
local_coherence,1,relative_low,6,3,by the accident.,reflexive+2,2,Was the waitress shocked by the accident?,no,yes
local_coherence,1,relative_low,6,1,The son of the actress who shot,other,-1,Was the son of the actress under investigation?,yes,no
local_coherence,1,relative_low,6,1,herself,reflexive,0,Was the son of the actress under investigation?,yes,no
local_coherence,1,relative_low,6,1,on the set,reflexive+1,1,Was the son of the actress under investigation?,yes,no
local_coherence,1,relative_low,6,1,was under investigation.,reflexive+2,2,Was the son of the actress under investigation?,yes,no
local_coherence,1,adverb_low,4,71,Bob will complete the project he started,other,-1,Will Fred finish his project?,no,yes
local_coherence,1,adverb_low,4,71,"last month,",adverb,0,Will Fred finish his project?,no,yes
local_coherence,1,adverb_low,4,71,but Fred won't finish,adverb+1,1,Will Fred finish his project?,no,yes
local_coherence,1,adverb_low,4,71,his.,adverb+2,2,Will Fred finish his project?,no,yes
local_coherence,1,adverb_low,4,70,John hired the clerk he will promote,other,-1,Did John fire an employee?,yes,no
local_coherence,1,adverb_low,4,70,"next month,",adverb,0,Did John fire an employee?,yes,no
local_coherence,1,adverb_low,4,70,but he fired,adverb+1,1,Did John fire an employee?,yes,no
local_coherence,1,adverb_low,4,70,another employee.,adverb+2,2,Did John fire an employee?,yes,no
local_coherence,1,adverb_low,4,69,Jim painted the picture he will display,other,-1,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_low,4,69,"next month,",adverb,0,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_low,4,69,but he isn't happy,adverb+1,1,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_low,4,69,with it.,adverb+2,2,Did Jim paint the picture?,yes,no
local_coherence,1,adverb_low,4,68,Cathy will burn the wood she gathered,other,-1,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_low,4,68,"last week,",adverb,0,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_low,4,68,but she will save,adverb+1,1,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_low,4,68,some of it.,adverb+2,2,Will Cathy burn all the wood?,no,yes
local_coherence,1,adverb_low,4,67,Mark will answer the email he got,other,-1,Will Mark answer the email?,yes,no
local_coherence,1,adverb_low,4,67,"last week,",adverb,0,Will Mark answer the email?,yes,no
local_coherence,1,adverb_low,4,67,but he doesn't know,adverb+1,1,Will Mark answer the email?,yes,no
local_coherence,1,adverb_low,4,67,what to write.,adverb+2,2,Will Mark answer the email?,yes,no
local_coherence,1,adverb_low,4,66,Chris cleaned the bookcase he will sell,other,-1,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_low,4,66,"next week,",adverb,0,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_low,4,66,but it is,adverb+1,1,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_low,4,66,still very dusty.,adverb+2,2,Did Chris clean the bookcase?,yes,no
local_coherence,1,adverb_low,4,65,Susan bought the wine she will drink,other,-1,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_low,4,65,"next week,",adverb,0,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_low,4,65,but she didn't buy,adverb+1,1,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_low,4,65,any cheese.,adverb+2,2,Did Susan buy any cheese?,no,yes
local_coherence,1,adverb_low,4,64,Mike watered the flower he will sell,other,-1,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_low,4,64,"tomorrow,",adverb,0,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_low,4,64,but he forgot,adverb+1,1,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_low,4,64,to water the bush.,adverb+2,2,Did Mike forget to water the flowers?,no,yes
local_coherence,1,adverb_low,4,63,Mary called the applicant she will interview,other,-1,Did the applicant answer?,no,yes
local_coherence,1,adverb_low,4,63,"tomorrow,",adverb,0,Did the applicant answer?,no,yes
local_coherence,1,adverb_low,4,63,but there was,adverb+1,1,Did the applicant answer?,no,yes
local_coherence,1,adverb_low,4,63,no answer.,adverb+2,2,Did the applicant answer?,no,yes
local_coherence,1,adverb_low,4,62,James will fix the car he drove ,other,-1,Did James drive a car?,yes,no
local_coherence,1,adverb_low,4,62,"yesterday,",adverb,0,Did James drive a car?,yes,no
local_coherence,1,adverb_low,4,62,but he will need,adverb+1,1,Did James drive a car?,yes,no
local_coherence,1,adverb_low,4,62,some help.,adverb+2,2,Did James drive a car?,yes,no
local_coherence,1,adverb_low,4,61,Linda will wear the sweater she washed,other,-1,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_low,4,61,"yesterday,",adverb,0,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_low,4,61,but she won't wear,adverb+1,1,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_low,4,61,her skirt.,adverb+2,2,Will Linda wear her skirt?,no,yes
local_coherence,1,adverb_high,3,60,Amy will visit the man she worked with,other,-1,Is Amy nervous?,yes,no
local_coherence,1,adverb_high,3,60,"next month,",adverb,0,Is Amy nervous?,yes,no
local_coherence,1,adverb_high,3,60,but she is nervous,adverb+1,1,Is Amy nervous?,yes,no
local_coherence,1,adverb_high,3,60,about it.,adverb+2,2,Is Amy nervous?,yes,no
local_coherence,1,adverb_high,3,59,Paul will marry the woman he just met,other,-1,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_high,3,59,"next month,",adverb,0,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_high,3,59,but the wedding will be,adverb+1,1,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_high,3,59,small.,adverb+2,2,Will Paul have a small wedding?,yes,no
local_coherence,1,adverb_high,3,58,Dan wrote the speech he will deliver ,other,-1,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_high,3,58,"last month,",adverb,0,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_high,3,58,but he hasn't practiced,adverb+1,1,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_high,3,58,it yet.,adverb+2,2,Has Dan practiced the speech?,no,yes
local_coherence,1,adverb_high,3,56,Lisa will change the plans she made,other,-1,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_high,3,56,"next week,",adverb,0,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_high,3,56,but she won't cancel,adverb+1,1,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_high,3,56,any of them.,adverb+2,2,Will Lisa change her plans?,yes,no
local_coherence,1,adverb_high,3,54,Joseph brewed the beer he will serve,other,-1,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_high,3,54,"last week,",adverb,0,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_high,3,54,but it is,adverb+1,1,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_high,3,54,not very tasty.,adverb+2,2,Will Joseph serve the beer?,yes,no
local_coherence,1,adverb_high,3,53,Jane prepared the lecture she will give,other,-1,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_high,3,53,"last week,",adverb,0,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_high,3,53,but still needs,adverb+1,1,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_high,3,53,to review it.,adverb+2,2,Did Jane review the lecture?,no,yes
local_coherence,1,adverb_high,3,52,Sue insulted the candidate she will debate,other,-1,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_high,3,52,"yesterday,",adverb,0,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_high,3,52,but she wishes,adverb+1,1,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_high,3,52,she hadn't.,adverb+2,2,Did Sue insult the candidate?,yes,no
local_coherence,1,adverb_high,3,50,Robert will meet the friend he phoned,other,-1,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_high,3,50,"tomorrow,",adverb,0,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_high,3,50,but he doesn't want,adverb+1,1,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_high,3,50,to.,adverb+2,2,Does Robert want to meet his friend?,no,yes
local_coherence,1,adverb_high,3,49,Anne will serve the apples she picked,other,-1,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_high,3,49,"tomorrow,",adverb,0,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_high,3,49,but she won't serve,adverb+1,1,Will Anne serve the plums?,no,yes
local_coherence,1,adverb_high,3,49,the plums.,adverb+2,2,Will Anne serve the plums?,no,yes
local_coherence,1,and_comma,2,48,"The witness identified the man, and his wife",other,-1,Did the witness run away from the police station?,no,yes
local_coherence,1,and_comma,2,48,ran ,verb,0,Did the witness run away from the police station?,no,yes
local_coherence,1,and_comma,2,48,away from ,verb+1,1,Did the witness run away from the police station?,no,yes
local_coherence,1,and_comma,2,48,the police station.,verb+2,2,Did the witness run away from the police station?,no,yes
local_coherence,1,and_comma,2,47,"Jenny talked to the reporter, and the photographer",other,-1,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_comma,2,47,took,verb,0,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_comma,2,47,pictures,verb+1,1,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_comma,2,47,of the scene.,verb+2,2,Did Jenny talk to the photographer?,no,yes
local_coherence,1,and_comma,2,46,"The robber shot the jeweler, and the salesman",other,-1,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_comma,2,46,reported,verb,0,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_comma,2,46,the crime,verb+1,1,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_comma,2,46,to the police.,verb+2,2,Did the robber shoot the jeweler?,yes,no
local_coherence,1,and_comma,2,45,"The journalist criticized Nick, and Sam",other,-1,Did Sam call the newspaper?,yes,no
local_coherence,1,and_comma,2,45,called,verb,0,Did Sam call the newspaper?,yes,no
local_coherence,1,and_comma,2,45,the newspaper,verb+1,1,Did Sam call the newspaper?,yes,no
local_coherence,1,and_comma,2,45,to complain.,verb+2,2,Did Sam call the newspaper?,yes,no
local_coherence,1,and_comma,2,44,"The actress yelled at the cameraman, and the director",other,-1,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_comma,2,44,hurried,verb,0,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_comma,2,44,out of,verb+1,1,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_comma,2,44,the room.,verb+2,2,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_comma,2,43,"Sam hired the plumber, and the carpenter",other,-1,Did the carpenter order materials?,yes,no
local_coherence,1,and_comma,2,43,ordered,verb,0,Did the carpenter order materials?,yes,no
local_coherence,1,and_comma,2,43,the materials ,verb+1,1,Did the carpenter order materials?,yes,no
local_coherence,1,and_comma,2,43,for the house.,verb+2,2,Did the carpenter order materials?,yes,no
local_coherence,1,and_comma,2,42,"The police arrested the burglar, and his brother",other,-1,Was the burglar arrested?,yes,no
local_coherence,1,and_comma,2,42,phoned,verb,0,Was the burglar arrested?,yes,no
local_coherence,1,and_comma,2,42,a lawyer ,verb+1,1,Was the burglar arrested?,yes,no
local_coherence,1,and_comma,2,42,for help.,verb+2,2,Was the burglar arrested?,yes,no
local_coherence,1,and_comma,2,41,"The knight greeted the king, and the queen",other,-1,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_comma,2,41,waved,verb,0,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_comma,2,41,to her people,verb+1,1,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_comma,2,41,at the feast.,verb+2,2,Did the king wave to people at the feast?,no,yes
local_coherence,1,and_comma,2,39,"The woman could not find Bill, and his girlfriend",other,-1,Could the woman find Bill?,no,yes
local_coherence,1,and_comma,2,39,became,verb,0,Could the woman find Bill?,no,yes
local_coherence,1,and_comma,2,39,nervous,verb+1,1,Could the woman find Bill?,no,yes
local_coherence,1,and_comma,2,39,and upset.,verb+2,2,Could the woman find Bill?,no,yes
local_coherence,1,and_comma,2,38,"Bobby yelled at the teacher, and the principal ",other,-1,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_comma,2,38,asked,verb,0,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_comma,2,38,his parents,verb+1,1,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_comma,2,38,for a meeting.,verb+2,2,Did Bobby yell at the teacher?,yes,no
local_coherence,1,and_no_comma,1,44,The actress yelled at the cameraman and the director,other,-1,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_no_comma,1,44,hurried,verb,0,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_no_comma,1,44,out,verb+1,1,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_no_comma,1,44,of the room.,verb+2,2,Did the cameraman hurry out of the room?,no,yes
local_coherence,1,and_comma,2,37,"The teacher praised the girl, and her family",other,-1,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_comma,2,37,was,verb,0,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_comma,2,37,proud of,verb+1,1,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_comma,2,37,her good grades.,verb+2,2,Was the girl's family proud of her grades?,yes,no
local_coherence,1,and_no_comma,1,36,The crowd cheered for the model and the designer,other,-1,Did the designer take a bow?,yes,no
local_coherence,1,and_no_comma,1,36,took,verb,0,Did the designer take a bow?,yes,no
local_coherence,1,and_no_comma,1,36,a bow ,verb+1,1,Did the designer take a bow?,yes,no
local_coherence,1,and_no_comma,1,36,after the show.,verb+2,2,Did the designer take a bow?,yes,no
local_coherence,1,and_no_comma,1,35,The juggler entertained the children and their parents,other,-1,Did the juggler drink wine?,no,yes
local_coherence,1,and_no_comma,1,35,drank,verb,0,Did the juggler drink wine?,no,yes
local_coherence,1,and_no_comma,1,35,wine ,verb+1,1,Did the juggler drink wine?,no,yes
local_coherence,1,and_no_comma,1,35,at the party.,verb+2,2,Did the juggler drink wine?,no,yes
local_coherence,1,and_no_comma,1,34,The woman dressed her baby and her son,other,-1,Did the women dress her son?,no,yes
local_coherence,1,and_no_comma,1,34,got,verb,0,Did the women dress her son?,no,yes
local_coherence,1,and_no_comma,1,34,his clothes,verb+1,1,Did the women dress her son?,no,yes
local_coherence,1,and_no_comma,1,34,from the dresser.,verb+2,2,Did the women dress her son?,no,yes
local_coherence,1,and_no_comma,1,33,Diane hugged her boyfriend and her friend,other,-1,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_no_comma,1,33,felt,verb,0,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_no_comma,1,33,uncomfortable,verb+1,1,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_no_comma,1,33,watching them.,verb+2,2,Did Diane's friend feel uncomfortable?,yes,no
local_coherence,1,and_no_comma,1,32,The producer replaced the actor and the actress,other,-1,Did the producer replace the actor?,yes,no
